Member_number,Recency,Frequency,Monetary,Category_Diversity,cluster_kmeans,cluster_gmm,cluster_agg,cluster_hier,R_quartile,F_quartile,M_quartile,RFM_Score,cluster_rfm,cluster_spark
1841,234,4,28.6,4,0,2,2,3,2,1,1,4,0,2
1842,310,6,45.8,4,1,2,0,4,1,1,2,4,0,0
1843,24,9,56.650000000000006,3,0,0,0,4,4,2,2,8,2,2
1844,47,15,109.72,6,2,1,1,2,4,4,3,11,3,3
1845,145,7,20.0,5,0,2,0,4,2,2,1,5,0,2
1846,31,12,62.5,4,0,1,0,4,4,3,2,9,2,2
1847,257,9,60.05,6,2,2,0,4,2,2,2,6,1,3
1848,177,8,47.25,5,0,2,0,4,2,2,2,6,1,2
1849,188,8,61.42,5,2,2,0,4,2,2,2,6,1,2
1850,294,8,99.2,4,0,3,0,4,1,2,3,6,1,2
1851,172,10,82.0,6,2,0,1,2,2,3,3,8,2,3
1852,478,10,56.32,6,1,2,0,4,1,3,2,6,1,0
1853,213,9,126.1,6,2,3,1,2,2,2,4,8,2,3
1854,157,6,38.7,5,0,2,0,4,2,1,1,4,0,2
1855,51,13,160.65,7,3,1,3,1,4,3,4,11,3,1
1856,65,8,95.9,4,0,0,0,4,3,2,3,8,2,2
1857,111,5,80.7,2,0,0,0,4,3,1,3,7,1,2
1858,249,5,38.7,4,0,2,2,3,2,1,1,4,0,2
1859,216,11,161.4,5,2,3,1,2,2,3,4,9,2,3
1860,522,4,14.7,4,1,2,2,3,1,1,1,3,0,0
1861,140,5,32.9,3,0,0,2,3,3,1,1,5,0,2
1862,116,15,225.65,7,3,1,3,1,3,4,4,11,3,1
1863,148,14,110.6,5,2,3,1,2,2,4,3,9,2,3
1864,94,8,61.6,5,0,0,0,4,3,2,2,7,1,2
1865,27,14,146.6,7,3,1,1,2,4,4,4,12,3,1
1866,52,18,244.50000000000003,7,3,1,3,1,4,4,4,12,3,1
1867,276,11,67.7,7,2,2,1,2,2,3,2,7,1,3
1868,424,7,68.5,5,1,2,0,4,1,2,2,5,0,0
1869,228,11,51.0,7,2,3,1,2,2,3,2,7,1,3
1870,112,25,257.54,7,3,1,3,1,3,4,4,11,3,1
1871,381,2,21.9,2,1,2,2,3,1,1,1,3,0,0
1872,128,10,47.7,3,0,0,0,4,3,3,2,8,2,2
1873,102,6,45.3,4,0,0,0,4,3,1,2,6,1,2
1874,154,9,35.9,5,0,0,0,4,2,2,1,5,0,2
1875,154,5,69.9,4,0,0,0,4,2,1,2,5,0,2
1876,197,2,25.299999999999997,2,0,2,2,3,2,1,1,4,0,2
1877,456,11,43.22,5,1,3,0,4,1,3,1,5,0,0
1878,33,21,127.61,6,3,1,3,1,4,4,4,12,3,1
1879,417,8,34.4,3,1,3,2,3,1,2,1,4,0,0
1880,106,4,18.8,2,0,0,2,3,3,1,1,5,0,2
1881,76,11,51.05,5,2,0,0,4,3,3,2,8,2,3
1882,96,6,97.4,2,0,0,0,4,3,1,3,7,1,2
1883,55,10,66.7,4,0,0,0,4,4,3,2,9,2,2
1884,19,12,105.05,5,2,1,1,2,4,3,3,10,2,3
1885,5,11,78.5,5,2,0,0,4,4,3,3,10,2,3
1886,28,4,22.560000000000002,3,0,0,0,4,4,1,1,6,1,2
1887,51,22,185.8,7,3,1,3,1,4,4,4,12,3,1
1888,207,14,183.1,3,2,3,1,2,2,4,4,10,2,3
1889,124,18,240.15,7,3,1,3,1,3,4,4,11,3,1
1890,217,8,197.2,6,2,3,1,2,2,2,4,8,2,3
1891,543,6,22.8,4,1,2,2,3,1,1,1,3,0,0
1892,40,15,109.12,6,2,1,1,2,4,4,3,11,3,3
1893,270,8,92.30000000000001,5,2,3,0,4,2,2,3,7,1,3
1894,88,14,141.2,6,2,1,1,2,3,4,4,11,3,3
1895,402,13,118.38,5,2,3,0,4,1,3,4,8,2,3
1896,379,12,111.30000000000001,6,2,3,0,4,1,3,3,7,1,3
1897,339,8,47.400000000000006,4,1,2,0,4,1,2,2,5,0,0
1898,414,2,12.8,2,1,2,2,3,1,1,1,3,0,0
1899,67,12,93.64,7,2,0,1,2,3,3,3,9,2,3
1900,97,10,74.44,6,2,0,1,2,3,3,2,8,2,3
1901,31,12,99.2,5,2,1,1,2,4,3,3,10,2,3
1902,29,7,59.220000000000006,4,0,0,0,4,4,2,2,8,2,2
1903,295,10,62.45,6,2,2,0,4,1,3,2,6,1,3
1904,256,6,61.2,5,0,2,0,4,2,1,2,5,0,2
1905,73,26,253.51,8,3,1,3,1,3,4,4,11,3,1
1907,164,5,51.2,4,0,0,0,4,2,1,2,5,0,2
1908,157,20,180.64000000000001,8,3,3,3,1,2,4,4,10,2,1
1909,121,7,44.800000000000004,4,0,0,0,4,3,2,2,7,1,2
1910,61,10,85.6,4,0,0,0,4,3,3,3,9,2,2
1911,211,7,74.66,5,2,2,0,4,2,2,2,6,1,2
1912,130,6,55.099999999999994,3,0,0,2,3,3,1,2,6,1,2
1913,134,16,195.7,7,3,3,3,1,3,4,4,11,3,1
1914,209,7,36.55,3,0,3,2,3,2,2,1,5,0,2
1915,145,4,13.0,3,0,2,2,3,2,1,1,4,0,2
1916,44,7,34.65,3,0,0,0,4,4,2,1,7,1,2
1917,154,11,137.0,4,2,3,1,2,2,3,4,9,2,3
1918,92,4,70.4,2,0,0,0,4,3,1,2,6,1,2
1919,134,4,39.6,3,0,0,2,3,3,1,1,5,0,2
1920,317,6,30.0,4,1,2,2,3,1,1,1,3,0,0
1921,49,14,193.0,6,3,1,3,1,4,4,4,12,3,1
1922,84,19,98.9,4,2,1,1,2,3,4,3,10,2,3
1923,24,12,93.15,3,0,1,1,2,4,3,3,10,2,2
1924,43,14,72.99000000000001,6,2,1,1,2,4,4,2,10,2,3
1925,575,2,10.700000000000001,1,1,2,2,3,1,1,1,3,0,0
1926,75,6,65.0,3,0,0,0,4,3,1,2,6,1,2
1927,229,6,38.599999999999994,5,0,2,0,4,2,1,1,4,0,2
1928,104,9,99.80000000000001,5,2,0,1,2,3,2,3,8,2,3
1929,173,21,126.9,7,3,3,3,1,2,4,4,10,2,1
1930,45,13,115.3,6,2,1,1,2,4,3,4,11,3,3
1931,82,16,157.7,5,3,1,1,2,3,4,4,11,3,1
1932,114,20,179.8,8,3,3,3,1,3,4,4,11,3,1
1933,435,2,16.2,2,1,2,2,3,1,1,1,3,0,0
1934,146,19,185.8,5,3,3,3,1,2,4,4,10,2,1
1935,489,11,49.6,6,1,3,0,4,1,3,2,6,1,0
1936,137,6,42.2,3,0,0,2,3,3,1,1,5,0,2
1937,74,13,67.8,6,2,0,1,2,3,3,2,8,2,3
1938,236,10,72.0,4,0,3,0,4,2,3,2,7,1,2
1939,61,14,137.52,7,3,1,1,2,3,4,4,11,3,1
1940,42,11,204.15,5,3,1,1,2,4,3,4,11,3,1
1941,105,5,36.6,4,0,0,0,4,3,1,1,5,0,2
1942,441,4,39.0,2,1,2,2,3,1,1,1,3,0,0
1943,91,20,140.86,4,3,1,1,2,3,4,4,11,3,1
1944,121,4,21.7,3,0,0,0,4,3,1,1,5,0,2
1945,244,14,115.9,5,2,3,1,2,2,4,4,10,2,3
1946,22,12,110.5,4,2,1,1,2,4,3,3,10,2,3
1947,532,9,112.0,5,1,3,0,4,1,2,3,6,1,0
1948,127,22,135.15,7,3,3,3,1,3,4,4,11,3,1
1949,161,15,219.8,8,3,3,3,1,2,4,4,10,2,1
1950,49,10,43.35,4,0,0,0,4,4,3,1,8,2,2
1951,69,6,108.10000000000001,6,2,1,0,4,3,1,3,7,1,3
1952,37,10,85.3,6,2,0,1,2,4,3,3,10,2,3
1953,296,4,57.2,3,1,2,2,3,1,1,2,4,0,0
1954,146,11,114.62,6,2,0,1,2,2,3,3,8,2,3
1955,320,8,76.12,6,2,2,0,4,1,2,3,6,1,3
1956,716,2,11.3,2,1,2,2,3,1,1,1,3,0,0
1957,333,4,20.8,2,1,2,2,3,1,1,1,3,0,0
1958,180,7,101.5,4,0,3,0,4,2,2,3,7,1,2
1959,17,19,160.6,6,3,1,3,1,4,4,4,12,3,1
1960,355,4,25.200000000000003,3,1,2,2,3,1,1,1,3,0,0
1961,15,12,54.9,5,2,1,0,4,4,3,2,9,2,3
1962,205,10,70.8,5,2,3,0,4,2,3,2,7,1,3
1963,0,2,11.100000000000001,2,0,0,2,3,4,1,1,6,1,2
1964,394,10,53.17,5,1,3,0,4,1,3,2,6,1,0
1965,148,4,44.2,3,0,0,2,3,2,1,2,5,0,2
1966,433,16,91.24000000000001,6,2,3,0,4,1,4,3,8,2,3
1967,64,15,93.95,6,2,1,1,2,3,4,3,10,2,3
1968,88,11,101.0,7,2,0,1,2,3,3,3,9,2,3
1969,160,14,76.76,5,2,3,0,4,2,4,3,9,2,3
1970,567,9,100.7,4,1,3,0,4,1,2,3,6,1,0
1971,103,8,120.55,5,2,1,1,2,3,2,4,9,2,3
1972,211,5,25.9,4,0,2,2,3,2,1,1,4,0,2
1973,67,2,114.9,2,0,1,0,4,3,1,3,7,1,2
1974,241,5,76.60000000000001,3,0,3,2,3,2,1,3,6,1,2
1975,95,4,23.3,4,0,0,0,4,3,1,1,5,0,2
1976,77,3,6.7,2,0,0,2,3,3,1,1,5,0,2
1977,352,3,41.9,3,1,2,2,3,1,1,1,3,0,0
1978,299,6,105.9,4,0,3,0,4,1,1,3,5,0,2
1979,39,17,193.7,7,3,1,3,1,4,4,4,12,3,1
1980,76,10,49.83000000000001,6,2,0,0,4,3,3,2,8,2,3
1981,60,4,54.7,4,0,0,0,4,3,1,2,6,1,2
1982,16,7,89.2,6,2,1,0,4,4,2,3,9,2,3
1983,143,16,199.6,7,3,3,3,1,2,4,4,10,2,1
1985,34,8,39.75,4,0,0,0,4,4,2,1,7,1,2
1987,76,9,76.0,5,2,0,0,4,3,2,3,8,2,3
1988,113,6,56.900000000000006,3,0,0,2,3,3,1,2,6,1,2
1989,112,2,7.6000000000000005,2,0,0,2,3,3,1,1,5,0,2
1990,151,6,42.2,4,0,2,0,4,2,1,1,4,0,2
1991,21,23,201.20000000000002,8,3,1,3,1,4,4,4,12,3,1
1992,124,8,103.8,3,0,0,0,4,3,2,3,8,2,2
1993,175,9,81.9,4,0,0,0,4,2,2,3,7,1,2
1994,86,14,86.7,4,2,1,0,4,3,4,3,10,2,3
1995,201,17,61.82,8,2,3,1,2,2,4,2,8,2,3
1996,234,10,51.75,6,2,2,0,4,2,3,2,7,1,3
1997,2,21,150.12,6,3,1,3,1,4,4,4,12,3,1
1998,226,27,168.05,8,3,3,3,1,2,4,4,10,2,1
1999,128,16,159.24,7,3,3,3,1,3,4,4,11,3,1
2000,129,7,82.4,4,0,0,0,4,3,2,3,8,2,2
2001,112,20,267.32,7,3,1,3,1,3,4,4,11,3,1
2002,71,7,47.3,4,0,0,0,4,3,2,2,7,1,2
2003,37,6,44.7,5,0,0,0,4,4,1,2,7,1,2
2004,131,13,118.8,5,2,3,1,2,3,3,4,10,2,3
2005,99,13,83.99,7,2,0,1,2,3,3,3,9,2,3
2006,22,4,32.0,4,0,0,0,4,4,1,1,6,1,2
2007,37,6,51.85,3,0,0,0,4,4,1,2,7,1,2
2008,70,6,11.65,4,0,0,0,4,3,1,1,5,0,2
2009,80,6,49.400000000000006,3,0,0,2,3,3,1,2,6,1,2
2010,11,12,55.34,5,2,1,0,4,4,3,2,9,2,3
2011,7,18,86.86,6,2,1,1,2,4,4,3,11,3,3
2012,276,4,13.2,4,1,2,2,3,2,1,1,4,0,0
2013,122,7,32.45,3,0,0,2,3,3,2,1,6,1,2
2014,190,19,84.5,6,2,3,1,2,2,4,3,9,2,3
2015,232,4,22.6,2,0,2,2,3,2,1,1,4,0,2
2016,137,4,47.60000000000001,3,0,0,2,3,3,1,2,6,1,2
2017,68,16,180.4,6,3,1,3,1,3,4,4,11,3,1
2018,127,13,139.6,5,2,3,1,2,3,3,4,10,2,3
2019,46,18,91.1,8,3,1,1,2,4,4,3,11,3,1
2020,41,9,67.8,5,2,0,0,4,4,2,2,8,2,3
2021,352,2,20.6,2,1,2,2,3,1,1,1,3,0,0
2022,161,23,260.7,6,3,1,3,1,2,4,4,10,2,1
2023,121,7,64.1,4,0,0,0,4,3,2,2,7,1,2
2024,527,4,10.25,4,1,2,2,3,1,1,1,3,0,0
2025,412,8,73.4,5,1,2,0,4,1,2,2,5,0,0
2026,411,4,75.2,4,1,3,0,4,1,1,3,5,0,0
2027,447,5,41.199999999999996,4,1,2,2,3,1,1,1,3,0,0
2028,10,13,134.29,6,2,1,1,2,4,3,4,11,3,3
2029,175,11,86.7,6,2,0,1,2,2,3,3,8,2,3
2030,117,7,33.22,5,0,0,0,4,3,2,1,6,1,2
2031,307,14,157.0,7,3,3,1,2,1,4,4,9,2,1
2032,155,7,54.45,4,0,0,0,4,2,2,2,6,1,2
2033,319,11,201.5,5,3,3,1,2,1,3,4,8,2,3
2034,80,6,62.46,4,0,0,0,4,3,1,2,6,1,2
2035,7,11,113.22,6,2,1,1,2,4,3,3,10,2,3
2036,490,6,32.3,4,1,2,2,3,1,1,1,3,0,0
2037,255,8,101.95,4,0,3,0,4,2,2,3,7,1,2
2038,227,10,76.95,5,2,3,0,4,2,3,3,8,2,3
2039,99,4,47.4,2,0,0,2,3,3,1,2,6,1,2
2040,84,15,140.0,6,3,1,1,2,3,4,4,11,3,1
2041,97,15,165.5,7,3,1,3,1,3,4,4,11,3,1
2042,41,14,139.24,6,2,1,1,2,4,4,4,12,3,3
2043,253,16,113.56,5,2,3,1,2,2,4,3,9,2,3
2044,14,9,66.01,5,2,0,0,4,4,2,2,8,2,3
2045,23,15,148.4,5,3,1,1,2,4,4,4,12,3,1
2046,131,5,35.25,3,0,0,2,3,3,1,1,5,0,2
2047,10,12,96.8,6,2,0,1,2,4,3,3,10,2,3
2048,14,12,73.2,5,2,0,1,2,4,3,2,9,2,3
2049,84,9,95.30000000000001,3,0,0,0,4,3,2,3,8,2,2
2050,185,4,23.9,3,0,2,2,3,2,1,1,4,0,2
2051,46,33,284.90000000000003,8,3,1,3,1,4,4,4,12,3,1
2053,100,8,32.2,5,0,0,0,4,3,2,1,6,1,2
2054,15,12,95.12,7,2,0,1,2,4,3,3,10,2,3
2055,52,17,101.85000000000001,6,2,1,1,2,4,4,3,11,3,3
2056,36,18,145.23000000000002,8,3,1,3,1,4,4,4,12,3,1
2057,47,5,32.54,4,0,0,0,4,4,1,1,6,1,2
2058,209,12,65.76,6,2,3,1,2,2,3,2,7,1,3
2059,479,9,165.35,4,1,3,0,4,1,2,4,7,1,0
2060,157,5,36.4,5,0,2,0,4,2,1,1,4,0,2
2061,3,11,127.6,5,2,1,1,2,4,3,4,11,3,3
2062,99,8,48.11,4,0,0,0,4,3,2,2,7,1,2
2063,33,13,116.9,6,2,1,1,2,4,3,4,11,3,3
2064,131,8,53.0,6,2,2,0,4,3,2,2,7,1,3
2065,342,14,84.0,4,2,3,0,4,1,4,3,8,2,3
2066,223,12,137.70000000000002,6,2,3,1,2,2,3,4,9,2,3
2067,140,9,36.54,4,0,0,0,4,3,2,1,6,1,2
2068,206,12,81.65,7,2,3,1,2,2,3,3,8,2,3
2069,181,10,146.1,6,2,3,1,2,2,3,4,9,2,3
2070,11,24,223.85,8,3,1,3,1,4,4,4,12,3,1
2071,77,10,82.66,5,2,0,0,4,3,3,3,9,2,3
2072,32,13,96.2,6,2,0,1,2,4,3,3,10,2,3
2073,195,9,83.65,4,0,3,0,4,2,2,3,7,1,2
2074,10,11,55.2,6,2,0,0,4,4,3,2,9,2,3
2075,344,6,18.0,4,1,2,2,3,1,1,1,3,0,0
2076,26,8,58.0,7,2,1,1,2,4,2,2,8,2,3
2077,229,15,170.9,6,3,3,1,2,2,4,4,10,2,1
2078,75,6,59.04,5,0,0,0,4,3,1,2,6,1,2
2079,164,14,168.41,5,3,3,1,2,2,4,4,10,2,1
2080,253,5,53.6,4,0,2,2,3,2,1,2,5,0,2
2081,342,10,103.0,4,1,3,0,4,1,3,3,7,1,0
2082,37,10,45.900000000000006,4,0,0,0,4,4,3,2,9,2,2
2083,53,12,108.0,5,2,1,1,2,4,3,3,10,2,3
2084,137,4,27.099999999999998,3,0,0,2,3,3,1,1,5,0,2
2085,252,8,66.7,3,0,3,0,4,2,2,2,6,1,2
2086,211,20,182.4,7,3,3,3,1,2,4,4,10,2,1
2087,265,10,70.0,5,2,3,0,4,2,3,2,7,1,3
2088,324,5,32.7,4,1,2,2,3,1,1,1,3,0,0
2089,60,16,161.3,5,3,1,1,2,3,4,4,11,3,1
2091,72,11,69.4,7,2,0,1,2,3,3,2,8,2,3
2092,54,17,96.30000000000001,7,2,1,3,1,4,4,3,11,3,3
2093,201,16,159.3,7,3,3,1,2,2,4,4,10,2,1
2094,602,6,34.44,4,1,2,2,3,1,1,1,3,0,0
2095,92,6,38.2,5,0,0,0,4,3,1,1,5,0,2
2096,339,2,8.600000000000001,2,1,2,2,3,1,1,1,3,0,0
2097,90,11,111.27000000000001,7,2,0,1,2,3,3,3,9,2,3
2098,436,7,35.800000000000004,4,1,2,2,3,1,2,1,4,0,0
2100,78,15,151.14000000000001,6,3,1,1,2,3,4,4,11,3,1
2101,10,11,39.6,5,2,1,0,4,4,3,1,8,2,3
2102,234,12,108.5,6,2,3,1,2,2,3,3,8,2,3
2103,294,2,20.549999999999997,2,1,2,2,3,1,1,1,3,0,0
2104,71,9,110.4,4,2,1,0,4,3,2,3,8,2,3
2105,343,5,72.06,5,1,3,0,4,1,1,2,4,0,0
2106,36,12,56.400000000000006,5,2,1,0,4,4,3,2,9,2,3
2107,33,19,113.0,7,3,1,3,1,4,4,3,11,3,1
2108,90,7,60.9,4,0,0,0,4,3,2,2,7,1,2
2109,63,10,51.9,6,2,0,0,4,3,3,2,8,2,3
2110,154,8,81.5,5,2,0,0,4,2,2,3,7,1,3
2111,308,8,63.51,4,1,3,0,4,1,2,2,5,0,0
2112,572,4,19.0,3,1,2,2,3,1,1,1,3,0,0
2113,114,8,44.6,4,0,0,0,4,3,2,2,7,1,2
2114,54,6,33.3,5,0,0,0,4,4,1,1,6,1,2
2115,42,7,61.400000000000006,5,0,0,0,4,4,2,2,8,2,2
2116,123,4,12.100000000000001,3,0,0,0,4,3,1,1,5,0,2
2117,53,13,146.28,6,2,1,1,2,4,3,4,11,3,3
2118,165,5,68.19999999999999,5,0,0,0,4,2,1,2,5,0,2
2119,97,8,69.2,4,0,0,0,4,3,2,2,7,1,2
2120,84,14,180.0,5,3,1,1,2,3,4,4,11,3,1
2121,422,4,20.6,3,1,2,2,3,1,1,1,3,0,0
2122,267,10,82.15,6,2,3,1,2,2,3,3,8,2,3
2123,572,3,38.6,2,1,2,2,3,1,1,1,3,0,0
2125,188,6,60.9,5,0,2,0,4,2,1,2,5,0,2
2126,612,2,49.00000000000001,2,1,2,2,3,1,1,2,4,0,0
2127,41,12,95.22,6,2,0,1,2,4,3,3,10,2,3
2128,142,11,111.22999999999999,5,2,3,1,2,2,3,3,8,2,3
2129,141,16,115.9,5,2,3,1,2,3,4,4,11,3,3
2131,125,12,90.0,4,2,3,0,4,3,3,3,9,2,3
2132,376,11,76.2,4,1,3,0,4,1,3,3,7,1,0
2133,147,16,169.96,6,3,3,1,2,2,4,4,10,2,1
2134,95,7,69.39999999999999,5,0,0,0,4,3,2,2,7,1,2
2135,339,8,62.8,5,1,2,0,4,1,2,2,5,0,0
2136,323,2,9.0,2,1,2,2,3,1,1,1,3,0,0
2137,614,4,93.30000000000001,3,1,3,2,3,1,1,3,5,0,0
2138,301,18,221.86,6,3,3,1,2,1,4,4,9,2,1
2139,258,12,81.6,6,2,3,1,2,2,3,3,8,2,3
2140,0,6,22.7,3,0,0,0,4,4,1,1,6,1,2
2141,297,9,31.0,4,1,3,0,4,1,2,1,4,0,0
2142,188,19,156.0,6,3,3,1,2,2,4,4,10,2,1
2143,158,7,49.3,5,0,2,0,4,2,2,2,6,1,2
2144,359,10,148.60000000000002,4,2,3,0,4,1,3,4,8,2,3
2145,18,5,16.8,4,0,0,0,4,4,1,1,6,1,2
2146,193,6,72.9,5,0,3,0,4,2,1,2,5,0,2
2147,48,9,53.6,5,2,0,0,4,4,2,2,8,2,2
2148,164,10,62.25,4,0,0,0,4,2,3,2,7,1,2
2149,221,9,93.00000000000001,5,2,3,0,4,2,2,3,7,1,3
2151,92,11,176.94,5,2,1,1,2,3,3,4,10,2,3
2152,118,12,81.3,5,2,0,1,2,3,3,3,9,2,3
2153,381,4,17.09,4,1,2,2,3,1,1,1,3,0,0
2154,290,11,97.7,5,2,3,0,4,1,3,3,7,1,3
2155,414,8,40.400000000000006,7,2,2,0,4,1,2,1,4,0,3
2156,145,9,44.2,5,0,0,0,4,2,2,2,6,1,2
2157,62,11,120.56,4,2,1,1,2,3,3,4,10,2,3
2158,151,11,56.8,6,2,0,0,4,2,3,2,7,1,3
2159,166,8,80.06,4,0,0,0,4,2,2,3,7,1,2
2160,85,12,126.96000000000001,6,2,1,1,2,3,3,4,10,2,3
2161,462,4,19.92,4,1,2,2,3,1,1,1,3,0,0
2162,194,10,107.5,4,2,3,0,4,2,3,3,8,2,3
2164,36,25,155.6,6,3,1,3,1,4,4,4,12,3,1
2165,115,12,65.3,5,2,0,0,4,3,3,2,8,2,3
2166,20,15,117.75,6,2,1,1,2,4,4,4,12,3,3
2167,22,9,122.4,5,2,1,1,2,4,2,4,10,2,3
2168,35,7,40.95,4,0,0,0,4,4,2,1,7,1,2
2169,59,11,83.4,6,2,0,1,2,3,3,3,9,2,3
2170,195,10,94.45,5,2,3,0,4,2,3,3,8,2,3
2171,118,18,187.5,7,3,3,3,1,3,4,4,11,3,1
2172,303,5,59.80000000000001,3,1,2,2,3,1,1,2,4,0,0
2173,141,4,40.1,2,0,0,2,3,3,1,1,5,0,2
2174,468,7,30.8,5,1,2,0,4,1,2,1,4,0,0
2175,299,13,102.52,7,2,3,1,2,1,3,3,7,1,3
2176,144,13,108.8,5,2,3,1,2,2,3,3,8,2,3
2177,454,6,43.85,6,1,2,0,4,1,1,2,4,0,0
2178,10,11,177.1,4,2,1,1,2,4,3,4,11,3,3
2179,258,4,41.15,3,0,2,2,3,2,1,1,4,0,2
2180,377,5,21.1,3,1,2,2,3,1,1,1,3,0,0
2181,190,7,73.6,6,2,3,1,2,2,2,2,6,1,3
2183,366,7,45.599999999999994,4,1,2,0,4,1,2,2,5,0,0
2184,23,24,241.85999999999999,6,3,1,3,1,4,4,4,12,3,1
2185,80,11,69.9,6,2,0,1,2,3,3,2,8,2,3
2186,120,20,128.25,5,3,3,1,2,3,4,4,11,3,1
2187,136,6,37.75,5,0,2,0,4,3,1,1,5,0,2
2188,32,10,74.75000000000001,6,2,0,1,2,4,3,2,9,2,3
2190,80,6,39.1,4,0,0,0,4,3,1,1,5,0,2
2191,50,10,101.67,4,2,1,0,4,4,3,3,10,2,3
2192,323,5,27.3,5,1,2,0,4,1,1,1,3,0,0
2193,91,27,361.45,5,3,1,3,1,3,4,4,11,3,1
2194,208,15,127.91,7,3,3,1,2,2,4,4,10,2,3
2195,173,8,58.760000000000005,6,2,2,0,4,2,2,2,6,1,3
2196,82,14,103.4,6,2,0,1,2,3,4,3,10,2,3
2197,542,2,13.8,2,1,2,2,3,1,1,1,3,0,0
2198,507,2,22.8,2,1,2,2,3,1,1,1,3,0,0
2199,576,4,33.0,3,1,2,2,3,1,1,1,3,0,0
2200,81,10,94.9,4,2,0,0,4,3,3,3,9,2,2
2201,222,14,117.65,6,2,3,1,2,2,4,4,10,2,3
2202,93,13,169.45,8,3,1,3,1,3,3,4,10,2,1
2203,186,2,64.2,2,0,0,2,3,2,1,2,5,0,2
2204,94,12,108.6,5,2,0,1,2,3,3,3,9,2,3
2205,298,8,54.3,4,1,2,0,4,1,2,2,5,0,0
2206,74,7,40.5,5,0,0,0,4,3,2,1,6,1,2
2207,266,8,74.2,5,2,2,0,4,2,2,2,6,1,3
2208,153,8,95.8,4,0,0,0,4,2,2,3,7,1,2
2209,88,14,156.4,7,3,1,3,1,3,4,4,11,3,1
2210,96,19,277.35,7,3,1,3,1,3,4,4,11,3,1
2211,31,13,74.3,6,2,0,1,2,4,3,2,9,2,3
2212,63,12,88.4,6,2,0,1,2,3,3,3,9,2,3
2213,492,2,5.300000000000001,2,1,2,2,3,1,1,1,3,0,0
2214,345,4,30.6,3,1,2,2,3,1,1,1,3,0,0
2215,34,14,128.8,8,3,1,1,2,4,4,4,12,3,1
2216,43,2,24.2,1,0,0,2,3,4,1,1,6,1,2
2217,28,8,91.05000000000001,4,0,0,0,4,4,2,3,9,2,2
2218,181,13,80.6,6,2,3,1,2,2,3,3,8,2,3
2219,257,6,19.200000000000003,4,0,2,2,3,2,1,1,4,0,2
2220,148,6,28.2,4,0,2,0,4,2,1,1,4,0,2
2221,12,6,83.42,4,0,1,0,4,4,1,3,8,2,2
2222,2,19,170.95000000000002,8,3,1,3,1,4,4,4,12,3,1
2225,246,10,82.5,4,0,3,0,4,2,3,3,8,2,2
2226,296,13,108.10000000000001,4,2,3,0,4,1,3,3,7,1,3
2227,193,5,27.700000000000003,4,0,2,2,3,2,1,1,4,0,2
2228,214,4,45.66,3,0,2,2,3,2,1,2,5,0,2
2229,8,22,210.51,6,3,1,3,1,4,4,4,12,3,1
2230,216,18,195.9,7,3,3,3,1,2,4,4,10,2,1
2231,27,15,109.2,7,2,1,1,2,4,4,3,11,3,3
2232,238,14,155.7,5,2,3,1,2,2,4,4,10,2,3
2233,124,9,86.05,5,2,0,0,4,3,2,3,8,2,3
2234,6,21,166.0,6,3,1,3,1,4,4,4,12,3,1
2235,66,13,113.35,6,2,1,1,2,3,3,3,9,2,3
2236,330,14,119.72,6,2,3,0,4,1,4,4,9,2,3
2237,324,9,89.6,6,2,3,0,4,1,2,3,6,1,3
2238,24,13,105.30000000000001,4,2,1,1,2,4,3,3,10,2,3
2239,17,12,69.41000000000001,5,2,0,1,2,4,3,2,9,2,3
2240,29,12,81.54,5,2,0,1,2,4,3,3,10,2,3
2241,73,9,78.9,6,2,0,0,4,3,2,3,8,2,3
2242,208,12,87.82000000000001,6,2,3,1,2,2,3,3,8,2,3
2243,106,10,74.9,6,2,0,1,2,3,3,2,8,2,3
2244,276,15,141.8,6,2,3,1,2,2,4,4,10,2,3
2245,229,8,98.56,4,0,3,0,4,2,2,3,7,1,2
2246,123,5,108.30000000000001,3,0,3,0,4,3,1,3,7,1,2
2247,213,11,68.15,5,2,3,0,4,2,3,2,7,1,3
2248,288,2,4.4,2,1,2,2,3,1,1,1,3,0,0
2249,215,4,55.1,3,0,2,2,3,2,1,2,5,0,2
2250,76,8,73.4,4,0,0,0,4,3,2,2,7,1,2
2251,190,16,205.0,6,3,3,1,2,2,4,4,10,2,1
2252,83,21,134.57,9,3,1,3,1,3,4,4,11,3,1
2253,162,6,34.3,4,0,2,0,4,2,1,1,4,0,2
2254,340,12,135.7,6,2,3,1,2,1,3,4,8,2,3
2255,12,12,105.85,5,2,1,1,2,4,3,3,10,2,3
2256,131,9,85.35000000000001,5,2,0,0,4,3,2,3,8,2,3
2257,229,8,64.9,4,0,3,0,4,2,2,2,6,1,2
2258,437,7,33.3,4,1,2,2,3,1,2,1,4,0,0
2259,562,7,29.75,5,1,2,2,3,1,2,1,4,0,0
2260,61,8,62.75,4,0,0,0,4,3,2,2,7,1,2
2261,184,13,65.5,5,2,3,0,4,2,3,2,7,1,3
2262,56,10,108.95,7,2,1,1,2,4,3,3,10,2,3
2263,181,2,39.9,1,0,0,2,3,2,1,1,4,0,2
2264,352,8,59.2,4,1,2,0,4,1,2,2,5,0,0
2265,96,14,93.85,6,2,0,1,2,3,4,3,10,2,3
2266,91,9,86.3,3,0,0,0,4,3,2,3,8,2,2
2267,49,15,161.4,6,3,1,3,1,4,4,4,12,3,1
